genre,title,edition,description,date,price,rating
Horror,Game 3568,beta,Experience a new level of Simulation with puzzle-solving and breathtaking visuals. Age Restriction: 15.,2012-05-15,33.98,4.3
MMORPG,Game 3569,original,"Dive into the world of Fighting with character customization, offering unmatched gameplay. Age Restriction: 18.",2020-03-03,21.79,3.0
MMORPG,Game 3570,alpha,"Dive into the world of Adventure with strategic thinking, offering unmatched gameplay. Age Restriction: 13.",2002-07-30,67.02,1.3
Simulation,Game 3571,beta,Discover the thrill of Fighting through puzzle-solving and breathtaking visuals. Age Restriction: 16.,2018-09-05,96.3,3.4
Puzzle,Game 3572,classic,Discover the thrill of Survival through sports management and breathtaking visuals. Age Restriction: 13.,2000-07-30,90.85,2.0
Puzzle,Game 3573,classic,A thrilling Survival game featuring character customization and multiplayer options. Age Restriction: 12.,2018-11-20,20.85,0.9
Survival,Game 3574,beta,Explore the depths of Action with puzzle-solving and challenging levels as your guide. Age Restriction: 6.,2017-09-15,14.15,7.2
Puzzle,Game 3575,classic,Immerse yourself in a Fighting game that offers intense battles and unmatched gameplay. Age Restriction: 5.,2002-12-27,95.97,1.3
Adventure,Game 3576,current,"Unleash your potential in this RPG game, featuring puzzle-solving and immersive soundtracks. Age Restriction: 12.",2014-05-21,57.04,5.8
Horror,Game 3577,original,Step into the world of Puzzle with character customization and dynamic environments at your fingertips. Age Restriction: 18.,2003-07-04,86.8,9.5
Strategy,Game 3578,beta,"Join the adventure in this Action game, where puzzle-solving is paired with realistic physics. Age Restriction: 10.",2022-01-26,44.93,2.4
Sports,Game 3579,beta,Prepare for an intense Fighting experience with character customization and breathtaking visuals. Age Restriction: 14.,2018-01-08,56.26,5.6
Survival,Game 3580,beta,Challenge yourself in this Simulation game with high-speed racing and immersive soundtracks. Age Restriction: 10.,2001-09-28,43.07,0.9
Horror,Game 3581,classic,A Horror game where sports management meets unmatched gameplay for an unforgettable experience. Age Restriction: 8.,2001-04-12,51.73,8.3
JRPG,Game 3582,original,Prepare for an intense JRPG experience with intense battles and immersive soundtracks. Age Restriction: 11.,2015-04-16,37.2,9.7
Fighting,Game 3583,classic,"Immerse yourself in this Puzzle game, where complex narratives meets realistic physics. Age Restriction: 6.",2008-04-14,77.44,6.9
RPG,Game 3584,classic,"Experience the excitement in this JRPG game, where city-building and breathtaking visuals. Age Restriction: 14.",2012-08-28,62.5,2.0
Horror,Game 3585,beta,"This Puzzle game provides strategic thinking, perfect for those who challenging levels. Age Restriction: 9.",2012-10-24,54.83,2.8
Puzzle,Game 3586,alpha,Dive into RPG\ with strategic thinking and endless fun for a complete experience. Age Restriction: 12.,2002-02-26,53.34,8.5
Action,Game 3587,original,Discover the thrill of Strategy through intense battles and endless fun. Age Restriction: 12.,2008-12-29,65.4,2.3
Puzzle,Game 3588,classic,"Experience the excitement in this RPG game, where city-building and multiplayer options. Age Restriction: 13.",2002-08-29,75.68,2.1
Strategy,Game 3589,original,"Dive into the world of Horror with puzzle-solving, offering endless fun. Age Restriction: 7.",2006-06-30,27.36,0.1
Fighting,Game 3590,original,"Join the adventure in this Adventure game, where sports management is paired with dynamic environments. Age Restriction: 18.",2005-07-31,40.52,4.4
Simulation,Game 3591,alpha,"This Puzzle game offers character customization, combined with immersive soundtracks for endless excitement. Age Restriction: 8.",2010-09-19,13.68,1.8
Fighting,Game 3592,current,"Immerse yourself in this Sports game, where character customization meets immersive soundtracks. Age Restriction: 8.",2009-01-05,35.96,7.9
Puzzle,Game 3593,alpha,A dynamic Strategy game that integrates character customization and dynamic environments seamlessly. Age Restriction: 10.,2001-08-12,96.37,9.3
JRPG,Game 3594,classic,A captivating Survival experience that blends city-building with realistic physics. Age Restriction: 8.,2015-06-26,85.82,2.8
JRPG,Game 3595,classic,"This Action game offers strategic thinking, combined with immersive soundtracks for endless excitement. Age Restriction: 13.",2003-02-02,34.33,0.7
Horror,Game 3596,current,A unique Survival game that offers strategic thinking alongside realistic physics. Age Restriction: 4.,2002-01-08,99.11,0.8
RPG,Game 3597,current,An innovative Action game that sports management and endless fun. Age Restriction: 7.,2017-10-21,79.27,1.4
Horror,Game 3598,classic,"Join the adventure in this MMORPG game, where city-building is paired with unmatched gameplay. Age Restriction: 16.",2010-11-30,40.34,8.7
Adventure,Game 3599,classic,"Immerse yourself in this Action game, where intense battles meets realistic physics. Age Restriction: 18.",2013-01-22,15.39,8.5
Adventure,Game 3600,classic,Adventure awaits in this Survival game featuring intense battles and multiplayer options. Age Restriction: 13.,2001-11-28,30.58,9.5
Action,Game 3601,current,A JRPG game where strategic thinking meets unmatched gameplay for an unforgettable experience. Age Restriction: 8.,2002-07-07,35.74,5.4
Adventure,Game 3602,current,Step into the world of Puzzle with puzzle-solving and challenging levels at your fingertips. Age Restriction: 3.,2003-07-05,45.14,3.6
Adventure,Game 3603,original,A unique Puzzle game that offers puzzle-solving alongside immersive soundtracks. Age Restriction: 18.,2018-06-08,53.42,6.7
Simulation,Game 3604,current,A captivating Adventure experience that blends puzzle-solving with immersive soundtracks. Age Restriction: 9.,2023-01-08,72.15,0.1
Horror,Game 3605,beta,"Experience the excitement in this JRPG game, where puzzle-solving and endless fun. Age Restriction: 9.",2009-06-29,57.92,8.7
Adventure,Game 3606,beta,"Immerse yourself in this Sports game, where strategic thinking meets dynamic environments. Age Restriction: 15.",2011-10-21,22.43,7.2
Sports,Game 3607,beta,A dynamic Survival game that integrates character customization and challenging levels seamlessly. Age Restriction: 15.,2006-05-08,86.43,6.9
Fighting,Game 3608,original,Engage in a Sports adventure where intense battles and dynamic environments prevail. Age Restriction: 14.,2005-01-01,28.8,4.8
Sports,Game 3609,alpha,A dynamic MMORPG game that integrates character customization and challenging levels seamlessly. Age Restriction: 8.,2009-10-20,21.52,0.6
Simulation,Game 3610,classic,Discover the thrill of Horror through city-building and endless fun. Age Restriction: 3.,2003-12-07,30.53,2.5
Action,Game 3611,alpha,"Immerse yourself in this Simulation game, where strategic thinking meets dynamic environments. Age Restriction: 5.",2001-02-08,56.53,0.5
Action,Game 3612,current,Explore the depths of Strategy with sports management and challenging levels as your guide. Age Restriction: 17.,2008-11-30,52.04,7.9
Survival,Game 3613,alpha,An innovative Survival game that complex narratives and unmatched gameplay. Age Restriction: 17.,2000-08-03,67.76,0.1
Strategy,Game 3614,classic,This Strategy game captivates with high-speed racing and multiplayer options at its core. Age Restriction: 3.,2015-10-17,78.41,8.4
Puzzle,Game 3615,alpha,Discover the thrill of Sports through complex narratives and unmatched gameplay. Age Restriction: 12.,2004-08-08,51.79,0.5
MMORPG,Game 3616,beta,"Experience the excitement in this Sports game, where intense battles and immersive soundtracks. Age Restriction: 16.",2002-03-31,92.54,2.0
Adventure,Game 3617,current,Prepare for an intense Horror experience with puzzle-solving and challenging levels. Age Restriction: 18.,2011-07-13,71.32,0.5
Survival,Game 3618,alpha,Challenge yourself in this Sports game with intense battles and dynamic environments. Age Restriction: 3.,2018-01-04,56.45,2.1
Fighting,Game 3619,original,Embark on an epic MMORPG journey where strategic thinking and unmatched gameplay come together. Age Restriction: 13.,2022-09-07,10.03,1.4
Strategy,Game 3620,original,A thrilling Fighting game featuring character customization and endless fun. Age Restriction: 3.,2016-03-25,99.48,0.5
Strategy,Game 3621,alpha,Challenge yourself in this Horror game with intense battles and unmatched gameplay. Age Restriction: 5.,2020-08-31,95.62,7.4
Action,Game 3622,classic,Explore the depths of Fighting with city-building and immersive soundtracks as your guide. Age Restriction: 16.,2009-01-23,30.78,8.6
Adventure,Game 3623,current,Dive into Simulation\ with intense battles and challenging levels for a complete experience. Age Restriction: 4.,2008-01-23,33.5,1.0
Adventure,Game 3624,classic,Engage in a RPG adventure where complex narratives and endless fun prevail. Age Restriction: 12.,2023-12-18,33.38,4.1
Adventure,Game 3625,current,Step into the world of JRPG with character customization and breathtaking visuals at your fingertips. Age Restriction: 7.,2021-02-08,51.54,7.1
Survival,Game 3626,current,Immerse yourself in a JRPG game that offers complex narratives and dynamic environments. Age Restriction: 14.,2002-07-07,64.7,4.5
Simulation,Game 3627,beta,A dynamic Strategy game that integrates complex narratives and challenging levels seamlessly. Age Restriction: 18.,2000-09-28,66.53,9.9
Sports,Game 3628,classic,"This Adventure game offers complex narratives, combined with realistic physics for endless excitement. Age Restriction: 8.",2007-07-21,29.04,5.1
Fighting,Game 3629,alpha,Explore the depths of Action with high-speed racing and unmatched gameplay as your guide. Age Restriction: 16.,2011-08-23,81.04,8.0
Action,Game 3630,alpha,Challenge yourself in this MMORPG game with city-building and unmatched gameplay. Age Restriction: 15.,2022-10-04,86.57,8.2
RPG,Game 3631,original,Step into the world of Sports with high-speed racing and immersive soundtracks at your fingertips. Age Restriction: 14.,2013-09-01,56.67,2.9
Adventure,Game 3632,current,A captivating JRPG experience that blends puzzle-solving with unmatched gameplay. Age Restriction: 8.,2010-07-22,40.43,0.6
RPG,Game 3633,classic,Experience a new level of Puzzle with complex narratives and challenging levels. Age Restriction: 14.,2023-03-19,22.24,8.5
Action,Game 3634,alpha,Experience a new level of Simulation with high-speed racing and multiplayer options. Age Restriction: 9.,2001-10-30,20.44,1.7
RPG,Game 3635,alpha,A captivating JRPG experience that blends complex narratives with immersive soundtracks. Age Restriction: 4.,2017-07-10,50.23,6.3
Sports,Game 3636,classic,"Immerse yourself in this Puzzle game, where city-building meets challenging levels. Age Restriction: 15.",2018-01-28,91.92,1.2
MMORPG,Game 3637,original,"This Adventure game provides city-building, perfect for those who immersive soundtracks. Age Restriction: 16.",2001-06-19,94.21,0.7
Fighting,Game 3638,original,An innovative Simulation game that high-speed racing and immersive soundtracks. Age Restriction: 16.,2023-06-03,18.41,2.1
JRPG,Game 3639,original,Adventure awaits in this Horror game featuring city-building and challenging levels. Age Restriction: 4.,2009-07-28,76.79,5.7
Adventure,Game 3640,original,"Immerse yourself in this Action game, where puzzle-solving meets breathtaking visuals. Age Restriction: 9.",2011-10-28,89.84,9.4
Horror,Game 3641,beta,Immerse yourself in a Action game that offers high-speed racing and immersive soundtracks. Age Restriction: 13.,2013-12-15,88.64,1.8
RPG,Game 3642,original,"Dive into the world of RPG with character customization, offering endless fun. Age Restriction: 12.",2000-08-04,79.76,3.2
Strategy,Game 3643,current,"Experience the excitement in this Horror game, where sports management and challenging levels. Age Restriction: 5.",2001-10-25,58.81,4.9
RPG,Game 3644,original,"Experience the excitement in this Action game, where puzzle-solving and challenging levels. Age Restriction: 12.",2018-11-22,31.61,3.5
Survival,Game 3645,alpha,Experience a new level of Strategy with puzzle-solving and unmatched gameplay. Age Restriction: 3.,2023-05-20,45.18,3.1
Adventure,Game 3646,classic,Step into the world of Horror with city-building and multiplayer options at your fingertips. Age Restriction: 3.,2022-01-26,24.01,4.8
Puzzle,Game 3647,original,"Dive into the world of Sports with strategic thinking, offering immersive soundtracks. Age Restriction: 13.",2022-01-27,50.56,6.8
Sports,Game 3648,beta,"Join the adventure in this Survival game, where complex narratives is paired with dynamic environments. Age Restriction: 10.",2018-12-15,18.78,8.3
MMORPG,Game 3649,beta,An engaging Survival game that brings complex narratives and challenging levels to life. Age Restriction: 10.,2020-06-16,57.42,9.0
Sports,Game 3650,original,"This Puzzle game provides sports management, perfect for those who unmatched gameplay. Age Restriction: 7.",2005-07-14,94.66,9.0
Action,Game 3651,current,Step into the world of Adventure with strategic thinking and immersive soundtracks at your fingertips. Age Restriction: 17.,2011-09-21,67.4,6.2
Strategy,Game 3652,beta,"Immerse yourself in this Simulation game, where sports management meets endless fun. Age Restriction: 6.",2000-10-28,19.86,0.8
Survival,Game 3653,alpha,"Dive into the world of Adventure with sports management, offering challenging levels. Age Restriction: 16.",2018-05-14,31.79,1.0
Strategy,Game 3654,current,Embark on an epic Horror journey where city-building and breathtaking visuals come together. Age Restriction: 17.,2009-03-24,13.68,6.6
Action,Game 3655,alpha,A thrilling Strategy game featuring complex narratives and unmatched gameplay. Age Restriction: 5.,2019-05-05,67.56,6.4
Adventure,Game 3656,classic,Adventure awaits in this JRPG game featuring strategic thinking and endless fun. Age Restriction: 15.,2014-07-25,76.75,0.0
Strategy,Game 3657,beta,Prepare for an intense Puzzle experience with high-speed racing and challenging levels. Age Restriction: 6.,2019-04-26,87.07,7.0
Horror,Game 3658,beta,An engaging MMORPG game that brings puzzle-solving and multiplayer options to life. Age Restriction: 5.,2000-12-18,16.79,6.4
MMORPG,Game 3659,current,A dynamic Sports game that integrates intense battles and realistic physics seamlessly. Age Restriction: 7.,2005-11-30,96.14,8.0
RPG,Game 3660,original,Step into the world of Puzzle with high-speed racing and dynamic environments at your fingertips. Age Restriction: 17.,2007-06-19,39.49,3.6
Adventure,Game 3661,alpha,Discover the thrill of Adventure through sports management and realistic physics. Age Restriction: 7.,2009-03-29,25.87,8.0
RPG,Game 3662,classic,A thrilling MMORPG game featuring city-building and multiplayer options. Age Restriction: 18.,2022-09-03,14.64,4.5
Survival,Game 3663,beta,"This Adventure game offers complex narratives, combined with multiplayer options for endless excitement. Age Restriction: 5.",2019-12-29,16.98,3.1
Simulation,Game 3664,original,"Unleash your potential in this Action game, featuring complex narratives and endless fun. Age Restriction: 8.",2017-02-16,12.42,8.2
Puzzle,Game 3665,beta,Immerse yourself in a Strategy game that offers strategic thinking and challenging levels. Age Restriction: 7.,2011-10-27,27.66,4.2
Fighting,Game 3666,beta,"Explore the Puzzle genre with intense battles, making it breathtaking visuals. Age Restriction: 6.",2020-10-14,25.58,5.1
Strategy,Game 3667,classic,A MMORPG game where complex narratives meets multiplayer options for an unforgettable experience. Age Restriction: 4.,2015-07-08,58.26,5.2
Strategy,Game 3668,classic,"Explore the Fighting genre with complex narratives, making it unmatched gameplay. Age Restriction: 7.",2013-01-06,80.67,2.5
Adventure,Game 3669,original,"Join the adventure in this Simulation game, where puzzle-solving is paired with multiplayer options. Age Restriction: 17.",2017-08-03,21.0,4.0
MMORPG,Game 3670,alpha,This Survival game captivates with complex narratives and realistic physics at its core. Age Restriction: 6.,2012-11-17,24.88,7.4
Action,Game 3671,alpha,Dive into MMORPG\ with puzzle-solving and multiplayer options for a complete experience. Age Restriction: 14.,2011-11-25,13.46,4.4
Simulation,Game 3672,current,A dynamic Strategy game that integrates complex narratives and endless fun seamlessly. Age Restriction: 12.,2015-11-25,50.34,2.0
JRPG,Game 3673,classic,"Experience the excitement in this Fighting game, where strategic thinking and realistic physics. Age Restriction: 4.",2003-07-09,26.07,7.6
RPG,Game 3674,original,"Join the adventure in this Strategy game, where intense battles is paired with breathtaking visuals. Age Restriction: 9.",2011-06-02,98.59,5.0
Puzzle,Game 3675,beta,Step into the world of RPG with character customization and breathtaking visuals at your fingertips. Age Restriction: 17.,2013-02-23,73.21,3.1
MMORPG,Game 3676,beta,Step into the world of RPG with puzzle-solving and breathtaking visuals at your fingertips. Age Restriction: 17.,2012-02-12,38.77,6.6
JRPG,Game 3677,alpha,"Immerse yourself in this JRPG game, where sports management meets dynamic environments. Age Restriction: 9.",2020-05-09,63.18,8.1
Puzzle,Game 3678,current,A captivating Survival experience that blends intense battles with multiplayer options. Age Restriction: 10.,2023-06-16,88.72,5.4
Survival,Game 3679,classic,"Dive into the world of Action with character customization, offering unmatched gameplay. Age Restriction: 7.",2019-10-06,96.54,6.9
MMORPG,Game 3680,beta,Prepare for an intense MMORPG experience with sports management and immersive soundtracks. Age Restriction: 14.,2013-03-23,73.18,4.6
JRPG,Game 3681,current,An innovative Survival game that intense battles and realistic physics. Age Restriction: 15.,2010-09-10,62.65,8.8
Action,Game 3682,current,Embark on an epic Sports journey where city-building and multiplayer options come together. Age Restriction: 3.,2020-06-21,55.74,9.5
Fighting,Game 3683,beta,Discover the thrill of Simulation through high-speed racing and realistic physics. Age Restriction: 8.,2015-12-01,99.37,4.5
Puzzle,Game 3684,current,A Action game where high-speed racing meets realistic physics for an unforgettable experience. Age Restriction: 6.,2012-07-17,43.19,2.2
RPG,Game 3685,original,Immerse yourself in a Survival game that offers character customization and immersive soundtracks. Age Restriction: 6.,2012-09-07,82.69,8.9
MMORPG,Game 3686,original,A unique Puzzle game that offers high-speed racing alongside unmatched gameplay. Age Restriction: 13.,2012-08-19,35.83,2.5
Survival,Game 3687,original,"This MMORPG game offers intense battles, combined with dynamic environments for endless excitement. Age Restriction: 14.",2007-04-03,79.05,9.8
RPG,Game 3688,classic,Engage in a MMORPG adventure where high-speed racing and immersive soundtracks prevail. Age Restriction: 9.,2008-02-23,91.01,2.0
Puzzle,Game 3689,alpha,"Unleash your potential in this Puzzle game, featuring intense battles and unmatched gameplay. Age Restriction: 18.",2009-04-05,21.97,8.6
Action,Game 3690,current,Immerse yourself in a Adventure game that offers strategic thinking and realistic physics. Age Restriction: 4.,2001-08-31,76.11,6.0
Survival,Game 3691,original,An engaging Adventure game that brings high-speed racing and realistic physics to life. Age Restriction: 4.,2020-12-08,40.37,5.9
Action,Game 3692,classic,An engaging Action game that brings high-speed racing and breathtaking visuals to life. Age Restriction: 16.,2004-05-20,49.27,2.8
Sports,Game 3693,alpha,Experience a new level of Simulation with strategic thinking and multiplayer options. Age Restriction: 4.,2014-05-17,31.04,8.7
JRPG,Game 3694,classic,"Unleash your potential in this Simulation game, featuring strategic thinking and unmatched gameplay. Age Restriction: 16.",2016-04-26,58.62,1.4
MMORPG,Game 3695,classic,Engage in a Action adventure where strategic thinking and challenging levels prevail. Age Restriction: 5.,2003-01-21,11.01,6.3
JRPG,Game 3696,alpha,A captivating Action experience that blends complex narratives with breathtaking visuals. Age Restriction: 12.,2008-11-02,35.49,1.0
Simulation,Game 3697,classic,A Sports game where complex narratives meets challenging levels for an unforgettable experience. Age Restriction: 10.,2016-07-03,96.51,7.3
JRPG,Game 3698,current,"Dive into the world of Adventure with city-building, offering breathtaking visuals. Age Restriction: 6.",2002-06-02,30.97,9.9
Fighting,Game 3699,original,"This MMORPG game provides puzzle-solving, perfect for those who dynamic environments. Age Restriction: 8.",2016-11-07,30.89,9.4
Puzzle,Game 3700,current,"Dive into the world of Adventure with city-building, offering immersive soundtracks. Age Restriction: 13.",2003-01-07,82.28,2.3
Adventure,Game 3701,alpha,"Immerse yourself in this Horror game, where high-speed racing meets challenging levels. Age Restriction: 4.",2017-08-26,12.61,9.4
Puzzle,Game 3702,alpha,A captivating Fighting experience that blends high-speed racing with dynamic environments. Age Restriction: 7.,2016-10-24,60.17,0.9
Horror,Game 3703,beta,"Explore the Strategy genre with character customization, making it endless fun. Age Restriction: 10.",2003-09-08,72.97,2.8
RPG,Game 3704,current,"Immerse yourself in this Strategy game, where character customization meets immersive soundtracks. Age Restriction: 13.",2006-07-16,43.7,1.7
Horror,Game 3705,current,A Fighting game where puzzle-solving meets breathtaking visuals for an unforgettable experience. Age Restriction: 14.,2011-11-15,38.89,4.0
Strategy,Game 3706,classic,"Dive into the world of RPG with high-speed racing, offering dynamic environments. Age Restriction: 13.",2007-12-03,91.53,4.8
Survival,Game 3707,current,An engaging Puzzle game that brings complex narratives and challenging levels to life. Age Restriction: 8.,2008-06-27,43.55,3.4
MMORPG,Game 3708,classic,Adventure awaits in this Simulation game featuring high-speed racing and unmatched gameplay. Age Restriction: 15.,2011-04-17,61.12,1.5
Simulation,Game 3709,beta,This Simulation game captivates with sports management and unmatched gameplay at its core. Age Restriction: 7.,2014-03-02,76.44,3.3
RPG,Game 3710,current,"Experience the excitement in this RPG game, where strategic thinking and multiplayer options. Age Restriction: 18.",2017-09-02,40.92,3.7
Fighting,Game 3711,classic,An engaging Action game that brings high-speed racing and dynamic environments to life. Age Restriction: 18.,2005-06-19,59.59,2.9
RPG,Game 3712,classic,Step into the world of Survival with complex narratives and realistic physics at your fingertips. Age Restriction: 9.,2006-10-05,94.93,3.5
Sports,Game 3713,beta,Engage in a Adventure adventure where high-speed racing and challenging levels prevail. Age Restriction: 6.,2003-10-01,68.32,1.0
Fighting,Game 3714,current,A MMORPG game where city-building meets unmatched gameplay for an unforgettable experience. Age Restriction: 10.,2011-10-09,20.54,5.8
Puzzle,Game 3715,alpha,An engaging Horror game that brings sports management and dynamic environments to life. Age Restriction: 18.,2019-11-04,12.69,2.2
MMORPG,Game 3716,alpha,A dynamic Sports game that integrates high-speed racing and breathtaking visuals seamlessly. Age Restriction: 6.,2011-05-04,52.38,5.7
Strategy,Game 3717,classic,Experience a new level of Strategy with complex narratives and endless fun. Age Restriction: 12.,2006-02-04,80.53,6.8
Puzzle,Game 3718,current,A captivating RPG experience that blends city-building with multiplayer options. Age Restriction: 7.,2003-05-05,30.35,9.6
Action,Game 3719,beta,A RPG game where sports management meets immersive soundtracks for an unforgettable experience. Age Restriction: 3.,2007-04-13,31.94,6.9
Survival,Game 3720,original,A unique Horror game that offers intense battles alongside challenging levels. Age Restriction: 6.,2008-06-21,49.66,6.0
Horror,Game 3721,original,"Join the adventure in this Survival game, where strategic thinking is paired with multiplayer options. Age Restriction: 17.",2005-01-10,60.68,7.2
RPG,Game 3722,alpha,"Join the adventure in this Simulation game, where city-building is paired with challenging levels. Age Restriction: 7.",2007-12-01,59.75,2.3
MMORPG,Game 3723,current,"Dive into the world of MMORPG with intense battles, offering realistic physics. Age Restriction: 15.",2011-11-28,65.62,0.4
Sports,Game 3724,classic,"Dive into the world of Puzzle with intense battles, offering dynamic environments. Age Restriction: 4.",2014-04-13,69.67,8.1
MMORPG,Game 3725,alpha,A thrilling RPG game featuring intense battles and challenging levels. Age Restriction: 11.,2004-03-19,32.04,4.1
Horror,Game 3726,beta,This Adventure game captivates with complex narratives and realistic physics at its core. Age Restriction: 12.,2021-10-05,13.38,10.0
JRPG,Game 3727,alpha,This Puzzle game captivates with high-speed racing and endless fun at its core. Age Restriction: 13.,2010-11-01,75.18,4.0
Strategy,Game 3728,current,"This Action game offers puzzle-solving, combined with unmatched gameplay for endless excitement. Age Restriction: 5.",2016-08-24,20.57,2.2
Sports,Game 3729,alpha,"This Fighting game provides intense battles, perfect for those who dynamic environments. Age Restriction: 8.",2020-12-24,23.5,2.5
JRPG,Game 3730,classic,This Simulation game captivates with city-building and unmatched gameplay at its core. Age Restriction: 7.,2012-12-19,76.43,4.9
Fighting,Game 3731,alpha,"Experience the excitement in this Survival game, where sports management and breathtaking visuals. Age Restriction: 5.",2003-07-29,13.3,6.0
Strategy,Game 3732,classic,Engage in a Action adventure where complex narratives and multiplayer options prevail. Age Restriction: 10.,2004-12-01,84.67,1.0
Adventure,Game 3733,original,A unique JRPG game that offers complex narratives alongside unmatched gameplay. Age Restriction: 14.,2020-10-17,26.6,8.8
Simulation,Game 3734,original,Experience a new level of Simulation with high-speed racing and breathtaking visuals. Age Restriction: 3.,2000-10-26,28.41,8.7
Adventure,Game 3735,beta,A thrilling Simulation game featuring high-speed racing and immersive soundtracks. Age Restriction: 11.,2019-12-29,70.73,5.3
Action,Game 3736,current,Experience a new level of Sports with intense battles and multiplayer options. Age Restriction: 9.,2009-10-06,48.07,0.6
Sports,Game 3737,current,This Sports game captivates with puzzle-solving and challenging levels at its core. Age Restriction: 6.,2014-05-17,15.46,9.3
JRPG,Game 3738,alpha,Adventure awaits in this RPG game featuring complex narratives and endless fun. Age Restriction: 11.,2003-08-09,92.67,4.7
Fighting,Game 3739,classic,"Dive into the world of Horror with strategic thinking, offering challenging levels. Age Restriction: 3.",2009-02-08,32.74,3.2
Action,Game 3740,current,Engage in a Survival adventure where high-speed racing and multiplayer options prevail. Age Restriction: 3.,2008-10-03,69.1,1.4
Simulation,Game 3741,current,Discover the thrill of Survival through character customization and multiplayer options. Age Restriction: 12.,2005-03-26,87.98,7.0
Strategy,Game 3742,classic,Immerse yourself in a Puzzle game that offers high-speed racing and breathtaking visuals. Age Restriction: 17.,2006-10-30,79.22,3.7
Strategy,Game 3743,original,Engage in a Puzzle adventure where complex narratives and endless fun prevail. Age Restriction: 8.,2023-02-18,67.44,0.9
Adventure,Game 3744,classic,"Experience the excitement in this MMORPG game, where intense battles and immersive soundtracks. Age Restriction: 16.",2002-10-13,48.19,9.1
Survival,Game 3745,classic,"Unleash your potential in this Action game, featuring character customization and endless fun. Age Restriction: 11.",2002-03-17,73.47,5.9
Action,Game 3746,classic,A thrilling Simulation game featuring city-building and unmatched gameplay. Age Restriction: 13.,2007-02-09,99.87,6.3
RPG,Game 3747,current,A thrilling Adventure game featuring intense battles and realistic physics. Age Restriction: 18.,2003-08-17,48.04,4.5
Adventure,Game 3748,classic,A dynamic Fighting game that integrates sports management and multiplayer options seamlessly. Age Restriction: 3.,2002-12-15,40.44,4.9
Adventure,Game 3749,alpha,Challenge yourself in this Adventure game with puzzle-solving and breathtaking visuals. Age Restriction: 3.,2011-02-06,34.44,5.9
Adventure,Game 3750,classic,Embark on an epic Sports journey where city-building and unmatched gameplay come together. Age Restriction: 4.,2003-05-03,66.44,5.8
Adventure,Game 3751,original,Dive into Fighting\ with sports management and breathtaking visuals for a complete experience. Age Restriction: 4.,2022-05-16,82.1,9.5
Adventure,Game 3752,current,Prepare for an intense MMORPG experience with sports management and realistic physics. Age Restriction: 5.,2012-02-04,66.62,3.3
Action,Game 3753,original,Experience a new level of Fighting with intense battles and challenging levels. Age Restriction: 10.,2008-06-02,99.55,2.6
Puzzle,Game 3754,classic,A dynamic JRPG game that integrates strategic thinking and challenging levels seamlessly. Age Restriction: 13.,2015-06-04,74.33,4.0
Horror,Game 3755,alpha,Adventure awaits in this Fighting game featuring sports management and realistic physics. Age Restriction: 11.,2018-03-28,16.16,0.7
MMORPG,Game 3756,classic,Explore the depths of Survival with strategic thinking and immersive soundtracks as your guide. Age Restriction: 12.,2002-04-09,99.53,0.4
Simulation,Game 3757,classic,"Unleash your potential in this Sports game, featuring intense battles and challenging levels. Age Restriction: 9.",2002-03-25,16.94,7.6
JRPG,Game 3758,current,"This JRPG game provides city-building, perfect for those who breathtaking visuals. Age Restriction: 10.",2008-02-07,84.61,8.6
Strategy,Game 3759,original,A Simulation game where high-speed racing meets unmatched gameplay for an unforgettable experience. Age Restriction: 12.,2010-11-18,83.42,7.6
Action,Game 3760,classic,A Simulation game where character customization meets dynamic environments for an unforgettable experience. Age Restriction: 5.,2003-04-11,85.85,8.5
Survival,Game 3761,beta,This Horror game captivates with intense battles and immersive soundtracks at its core. Age Restriction: 5.,2004-07-15,11.17,4.8
Strategy,Game 3762,current,"Join the adventure in this JRPG game, where high-speed racing is paired with immersive soundtracks. Age Restriction: 12.",2008-01-09,76.3,0.5
Puzzle,Game 3763,alpha,Explore the depths of Horror with complex narratives and immersive soundtracks as your guide. Age Restriction: 6.,2020-02-02,38.58,3.1
MMORPG,Game 3764,classic,"This Action game provides intense battles, perfect for those who unmatched gameplay. Age Restriction: 8.",2009-05-25,54.26,0.3
Fighting,Game 3765,current,A thrilling Survival game featuring character customization and dynamic environments. Age Restriction: 17.,2003-04-16,81.97,3.2
RPG,Game 3766,alpha,Embark on an epic JRPG journey where city-building and realistic physics come together. Age Restriction: 16.,2005-10-03,13.03,7.6
JRPG,Game 3767,current,An engaging Survival game that brings character customization and realistic physics to life. Age Restriction: 13.,2011-07-29,81.4,3.2
RPG,Game 3768,beta,"Explore the Action genre with city-building, making it endless fun. Age Restriction: 8.",2004-04-14,91.01,0.0
JRPG,Game 3769,beta,A dynamic Puzzle game that integrates sports management and immersive soundtracks seamlessly. Age Restriction: 6.,2005-09-19,59.61,8.4
Strategy,Game 3770,alpha,Explore the depths of Puzzle with city-building and breathtaking visuals as your guide. Age Restriction: 18.,2010-04-28,14.73,3.2
Simulation,Game 3771,alpha,An engaging Survival game that brings complex narratives and breathtaking visuals to life. Age Restriction: 13.,2020-06-27,43.25,5.1
MMORPG,Game 3772,alpha,"Join the adventure in this Simulation game, where intense battles is paired with endless fun. Age Restriction: 13.",2016-09-10,52.23,7.8
Action,Game 3773,classic,A unique MMORPG game that offers puzzle-solving alongside endless fun. Age Restriction: 8.,2001-02-08,57.59,5.4
